id,name,gene_name,description,go_classification,general_function,specific_function,pathway,reaction,cellular_location,signals,transmembrane_regions,molecular_weight,theoretical_pi,locus,chromosome,uniprot_name,uniprot_id,pdb_id,genbank_protein_id,genbank_gene_id,genecard_id,genatlas_id,hgnc_id,hprd_id,organism,general_citations,comments,creator_id,updater_id,created_at,updated_at
911,CTD nuclear envelope phosphatase 1,CTDNEP1,,,,,,,,,,,,,,,O95476,,,,,,,,,,,,,2015-02-24 00:43:26 UTC,2015-02-24 00:43:26 UTC
912,Dual specificity phosphatase 28,DUSP28,,,,,,,,,,,,,,,Q4G0W2,,,,,,,,,,,,,2015-02-24 00:43:26 UTC,2015-02-24 00:43:26 UTC
913,Dual specificity protein phosphatase 9,DUSP9,,,,,,,,,,,,,,,Q99956,,,,,,,,,,,,,2015-02-24 00:43:26 UTC,2015-02-24 00:43:26 UTC
914,Lipid phosphate phosphatase-related protein type 2,LPPR2,,,,,,,,,,,,,,,Q96GM1,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
915,Lipid phosphate phosphatase-related protein type 3,LPPR3,,,,,,,,,,,,,,,Q6T4P5,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
916,M-phase inducer phosphatase 1,CDC25A,,,,,,,,,,,,,,,P30304,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
917,M-phase inducer phosphatase 2,CDC25B,,,,,,,,,,,,,,,P30305,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
918,M-phase inducer phosphatase 3,CDC25C,,,,,,,,,,,,,,,P30307,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
919,Protein phosphatase 1H,PPM1H,,,,,,,,,,,,,,,Q9ULR3,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
920,Protein phosphatase 1J,PPM1J,,,,,,,,,,,,,,,Q5JR12,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
921,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,,,,,,,,,,,,,,,Q06124,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
922,Tyrosine-protein phosphatase non-receptor type 12,PTPN12,,,,,,,,,,,,,,,Q05209,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
923,Tyrosine-protein phosphatase non-receptor type 13,PTPN13,,,,,,,,,,,,,,,Q12923,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
924,Tyrosine-protein phosphatase non-receptor type 14,PTPN14,,,,,,,,,,,,,,,Q15678,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
925,Tyrosine-protein phosphatase non-receptor type 18,PTPN18,,,,,,,,,,,,,,,Q99952,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
926,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,,,,,,,,,,,,,,,P18031,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
927,Tyrosine-protein phosphatase non-receptor type 21,PTPN21,,,,,,,,,,,,,,,Q16825,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
928,Tyrosine-protein phosphatase non-receptor type 22,PTPN22,,,,,,,,,,,,,,,Q9Y2R2,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
929,Tyrosine-protein phosphatase non-receptor type 2,PTPN2,,,,,,,,,,,,,,,P17706,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
930,Tyrosine-protein phosphatase non-receptor type 3,PTPN3,,,,,,,,,,,,,,,P26045,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
931,Tyrosine-protein phosphatase non-receptor type 4,PTPN4,,,,,,,,,,,,,,,P29074,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
932,Tyrosine-protein phosphatase non-receptor type 5,PTPN5,,,,,,,,,,,,,,,P54829,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
933,Tyrosine-protein phosphatase non-receptor type 9,PTPN9,,,,,,,,,,,,,,,P43378,,,,,,,,,,,,,2015-02-24 00:43:27 UTC,2015-02-24 00:43:27 UTC
934,Receptor-type tyrosine-protein phosphatase N2,PTPRN2,,,,,,,,,,,,,,,Q92932,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
935,Receptor-type tyrosine-protein phosphatase beta,PTPRB,,,,,,,,,,,,,,,P23467,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
936,Receptor-type tyrosine-protein phosphatase delta,PTPRD,,,,,,,,,,,,,,,P23468,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
937,Receptor-type tyrosine-protein phosphatase epsilon,PTPRE,,,,,,,,,,,,,,,P23469,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
938,Receptor-type tyrosine-protein phosphatase F,PTPRF,,,,,,,,,,,,,,,P10586,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
939,Receptor-type tyrosine-protein phosphatase gamma,PTPRG,,,,,,,,,,,,,,,P23470,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
940,Receptor-type tyrosine-protein phosphatase eta,PTPRJ,,,,,,,,,,,,,,,Q12913,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
941,Receptor-type tyrosine-protein phosphatase kappa,PTPRK,,,,,,,,,,,,,,,Q15262,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
942,Receptor-type tyrosine-protein phosphatase mu,PTPRM,,,,,,,,,,,,,,,P28827,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
943,Receptor-type tyrosine-protein phosphatase O,PTPRO,,,,,,,,,,,,,,,Q16827,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
944,Receptor-type tyrosine-protein phosphatase R,PTPRR,,,,,,,,,,,,,,,Q15256,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
945,Receptor-type tyrosine-protein phosphatase T,PTPRT,,,,,,,,,,,,,,,O14522,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
946,Receptor-type tyrosine-protein phosphatase U,PTPRU,,,,,,,,,,,,,,,Q92729,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
947,Receptor-type tyrosine-protein phosphatase zeta,PTPRZ1,,,,,,,,,,,,,,,P23471,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
948,Protein phosphatase Slingshot homolog 1,SSH1,,,,,,,,,,,,,,,Q8WYL5,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
949,Protein phosphatase Slingshot homolog 2,SSH2,,,,,,,,,,,,,,,Q76I76,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
950,Putative tyrosine-protein phosphatase TPTE,TPTE,,,,,,,,,,,,,,,P56180,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
951,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5,,,,,,,,,,,,,,,Q96HS1,,,,,,,,,,,,,2015-02-24 00:43:28 UTC,2015-02-24 00:43:28 UTC
952,FARSLA protein,FARSLA,,,,,,,,,,,,,,,Q6IBR2,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
953,SUMO-activating enzyme subunit 2,UBA2,,,,,,,,,,,,,,,Q9UBT2,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
954,E3 ubiquitin-protein ligase HUWE1,HUWE1,,,,,,,,,,,,,,,Q7Z6Z7,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
955,E3 ubiquitin-protein ligase Topors,TOPORS,,,,,,,,,,,,,,,Q9NS56,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
956,"STIP1 homology and U-box containing protein 1 (STIP1 homology and U- box containing protein 1, isoform CRA_c)",STUB1,,,,,,,,,,,,,,,Q9UNE7,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
957,Ubiquitin conjugation factor E4 B,UBE4B,,,,,,,,,,,,,,,O95155,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
958,"Membrane-associated ring finger (C3HC4) 6 (Membrane-associated ring finger (C3HC4) 6, isoform CRA_a)",MARCH6,,,,,,,,,,,,,,,O60337,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
959,NEDD4-like E3 ubiquitin-protein ligase WWP2,WWP2,,,,,,,,,,,,,,,O00308,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
960,E3 ubiquitin-protein ligase MARCH3,MARCH3,,,,,,,,,,,,,,,Q86UD3,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
961,NEDD8-conjugating enzyme UBE2F,UBE2F,,,,,,,,,,,,,,,Q969M7,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
962,Ubiquitin-conjugating enzyme E2 U,UBE2U,,,,,,,,,,,,,,,Q5VVX9,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
963,Probable E3 ubiquitin-protein ligase MARCH10,MARCH10,,,,,,,,,,,,,,,Q8NA82,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
964,E3 ubiquitin-protein ligase UBR1,UBR1,,,,,,,,,,,,,,,Q8IWV7,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
965,E3 ubiquitin-protein ligase MARCH8,MARCH8,,,,,,,,,,,,,,,Q5T0T0,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
966,E3 ubiquitin-protein ligase ZNRF2,ZNRF2,,,,,,,,,,,,,,,Q8NHG8,,,,,,,,,,,,,2015-02-24 00:43:29 UTC,2015-02-24 00:43:29 UTC
967,E3 ubiquitin-protein ligase TRIM32,TRIM32,,,,,,,,,,,,,,,Q13049,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
968,Probable E3 ubiquitin-protein ligase MYCBP2,MYCBP2,,,,,,,,,,,,,,,O75592,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
969,E3 ubiquitin-protein ligase MGRN1,MGRN1,,,,,,,,,,,,,,,O60291,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
970,E3 ubiquitin-protein ligase UBR2,UBR2,,,,,,,,,,,,,,,Q8IWV8,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
971,E3 ubiquitin-protein ligase UBR4,UBR4,,,,,,,,,,,,,,,Q5T4S7,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
972,E3 ubiquitin-protein ligase AMFR,AMFR,,,,,,,,,,,,,,,Q9UKV5,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
973,Ubiquitin-conjugating enzyme E2 S,UBE2S,,,,,,,,,,,,,,,Q16763,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
974,Pre-mRNA-processing factor 19,PRPF19,,,,,,,,,,,,,,,Q9UMS4,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
975,"Myosin regulatory light chain interacting protein (Myosin regulatory light chain interacting protein, isoform CRA_a)",MYLIP,,,,,,,,,,,,,,,Q8WY64,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
976,HNP95,hNp95,,,,,,,,,,,,,,,Q96T88,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
977,Putative ubiquitin-conjugating enzyme E2 N-like,UBE2NL,,,,,,,,,,,,,,,Q5JXB2,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
978,Midline-1,MID1,,,,,,,,,,,,,,,O15344,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
979,E3 ubiquitin-protein ligase NEDD4,NEDD4,,,,,,,,,,,,,,,P46934,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
980,CCR4-NOT transcription complex subunit 4,CNOT4,,,,,,,,,,,,,,,O95628,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
981,E3 ubiquitin-protein ligase MARCH2,MARCH2,,,,,,,,,,,,,,,Q9P0N8,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
982,E3 ubiquitin-protein ligase UBR5,UBR5,,,,,,,,,,,,,,,O95071,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
983,E3 ubiquitin-protein ligase TRIM33,TRIM33,,,,,,,,,,,,,,,Q9UPN9,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
984,E3 ubiquitin-protein ligase MARCH5,MARCH5,,,,,,,,,,,,,,,Q9NX47,,,,,,,,,,,,,2015-02-24 00:43:30 UTC,2015-02-24 00:43:30 UTC
985,Ubiquitin-conjugating enzyme E2 R2,UBE2R2,,,,,,,,,,,,,,,Q712K3,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
986,E3 ubiquitin-protein ligase MARCH1,MARCH1,,,,,,,,,,,,,,,Q8TCQ1,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
987,E3 ubiquitin-protein ligase FANCL,FANCL,,,,,,,,,,,,,,,Q9NW38,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
988,Ubiquitin-like modifier-activating enzyme 6,UBA6,,,,,,,,,,,,,,,A0AVT1,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
989,Ubiquitin-conjugating enzyme E2 W,UBE2W,,,,,,,,,,,,,,,Q96B02,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
990,Galactosyl transferase-associated protein,GTAP,,,,,,,,,,,,,,,Q29SN7,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
991,E3 ubiquitin-protein ligase CHFR,CHFR,,,,,,,,,,,,,,,Q96EP1,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
992,Ring finger protein 20,RNF20,,,,,,,,,,,,,,,Q5VTR2,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
993,E3 ubiquitin-protein ligase RAD18,RAD18,,,,,,,,,,,,,,,Q9NS91,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
994,E3 ubiquitin ligase SMURF1,SMURF1,,,,,,,,,,,,,,,Q9HCE7,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
995,Baculoviral IAP repeat-containing protein 6,BIRC6,,,,,,,,,,,,,,,Q9NR09,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
996,E3 ubiquitin-protein ligase MARCH4,MARCH4,,,,,,,,,,,,,,,Q9P2E8,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
997,E3 ubiquitin-protein ligase CCNB1IP1,CCNB1IP1,,,,,,,,,,,,,,,Q9NPC3,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
998,E3 ubiquitin-protein ligase RNF5,RNF5,,,,,,,,,,,,,,,Q99942,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
999,Ubiquitin-conjugating enzyme E2 O,UBE2O,,,,,,,,,,,,,,,Q9C0C9,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
1000,Praja 1,PJA1,,,,,,,,,,,,,,,A2A322,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
1001,RFWD2 protein,RFWD2,,,,,,,,,,,,,,,Q05CT6,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
1002,E3 ubiquitin-protein ligase SMURF2,SMURF2,,,,,,,,,,,,,,,Q9HAU4,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
1003,E3 ubiquitin-protein ligase SIAH1,SIAH1,,,,,,,,,,,,,,,Q8IUQ4,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
1004,E3 ubiquitin-protein ligase SIAH2,SIAH2,,,,,,,,,,,,,,,O43255,,,,,,,,,,,,,2015-02-24 00:43:31 UTC,2015-02-24 00:43:31 UTC
1005,E3 ubiquitin-protein ligase MARCH7,MARCH7,,,,,,,,,,,,,,,Q9H992,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1006,Ubiquitin-conjugating enzyme E2 Z,UBE2Z,,,,,,,,,,,,,,,Q9H832,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1007,Ubiquitin-like modifier-activating enzyme 7,UBA7,,,,,,,,,,,,,,,P41226,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1008,Ubiquitin carrier protein,UBE2H,,,,,,,,,,,,,,,A4D1L5,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1009,Ubiquitin-protein ligase E3A,UBE3A,,,,,,,,,,,,,,,Q05086,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1010,E3 ubiquitin-protein ligase RNF128,RNF128,,,,,,,,,,,,,,,Q8TEB7,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1011,E3 ubiquitin-protein ligase TRIM11,TRIM11,,,,,,,,,,,,,,,Q96F44,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1012,E3 ubiquitin-protein ligase synoviolin,SYVN1,,,,,,,,,,,,,,,Q86TM6,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1013,E3 ubiquitin-protein ligase TRIM63,TRIM63,,,,,,,,,,,,,,,Q969Q1,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1014,E3 ubiquitin-protein ligase LNX,LNX1,,,,,,,,,,,,,,,Q8TBB1,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1015,E3 ubiquitin-protein ligase ZNRF1,ZNRF1,,,,,,,,,,,,,,,Q8ND25,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1016,Tripartite motif-containing protein 5,TRIM5,,,,,,,,,,,,,,,Q9C035,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1017,Ubiquitin-protein ligase E3B,UBE3B,,,,,,,,,,,,,,,Q7Z3V4,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1018,E3 ubiquitin-protein ligase RNF8,RNF8,,,,,,,,,,,,,,,O76064,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1019,E3 ubiquitin-protein ligase LRSAM1,LRSAM1,,,,,,,,,,,,,,,Q6UWE0,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1020,Ubiquitin-conjugating enzyme E2 Q2,UBE2Q2,,,,,,,,,,,,,,,Q8WVN8,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1021,E3 ubiquitin-protein ligase MARCH9,MARCH9,,,,,,,,,,,,,,,Q86YJ5,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1022,Probable E3 ubiquitin-protein ligase TRIP12,TRIP12,,,,,,,,,,,,,,,Q14669,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1023,E3 ubiquitin-protein ligase DZIP3,DZIP3,,,,,,,,,,,,,,,Q86Y13,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1024,Ubiquitin-protein ligase E3C,UBE3C,,,,,,,,,,,,,,,Q15386,,,,,,,,,,,,,2015-02-24 00:43:32 UTC,2015-02-24 00:43:32 UTC
1025,tRNA isopentenyltransferase 1 variant,TRIT1,,,,,,,,,,,,,,,Q53F11,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1026,Myb-binding protein 1A,MYBBP1A,,,,,,,,,,,,,,,Q9BQG0,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1027,DNA polymerase theta,POLQ,,,,,,,,,,,,,,,O75417,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1028,Poly(A) polymerase beta (Testis specific),PAPOLB,,,,,,,,,,,,,,,A4D1Z6,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1029,Receptor-type tyrosine-protein phosphatase H,PTPRH,,,,,,,,,,,,,,,Q9HD43,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1030,Cancer-related nucleoside-triphosphatase,NTPCR,,,,,,,,,,,,,,,Q9BSD7,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1031,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,DHX16,,,,,,,,,,,,,,,O60231,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1032,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,LHPP,,,,,,,,,,,,,,,Q9H008,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1033,E3 ubiquitin-protein ligase MIB1,MIB1,,,,,,,,,,,,,,,Q86YT6,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1034,Sphingosine-1-phosphate phosphatase 2,SGPP2,,,,,,,,,,,,,,,Q8IWX5,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1035,E3 ubiquitin-protein ligase RNF138,RNF138,,,,,,,,,,,,,,,Q8WVD3,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1036,E3 ubiquitin-protein ligase RING2,RNF2,,,,,,,,,,,,,,,Q99496,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1037,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,AASDHPPT,,,,,,,,,,,,,,,Q9NRN7,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1038,SUMO-activating enzyme subunit 1,SAE1,,,,,,,,,,,,,,,Q9UBE0,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1039,Ubiquitin-conjugating enzyme E2 D4,UBE2D4,,,,,,,,,,,,,,,Q9Y2X8,,,,,,,,,,,,,2015-02-24 00:43:33 UTC,2015-02-24 00:43:33 UTC
1040,Tyrosine-protein phosphatase non-receptor type 23,PTPN23,,,,,,,,,,,,,,,Q9H3S7,,,,,,,,,,,,,2015-02-24 00:43:34 UTC,2015-02-24 00:43:34 UTC
1041,Ubiquitin conjugation factor E4 A,UBE4A,,,,,,,,,,,,,,,Q14139,,,,,,,,,,,,,2015-02-24 00:43:34 UTC,2015-02-24 00:43:34 UTC
1042,E3 ubiquitin-protein ligase RNF144B,RNF144B,,,,,,,,,,,,,,,Q7Z419,,,,,,,,,,,,,2015-02-24 00:43:34 UTC,2015-02-24 00:43:34 UTC
1043,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",HMGCS2,,,,,,,,,,,,,,,P54868,,,,,,,,,,,,,2015-02-24 00:43:43 UTC,2015-02-24 00:43:43 UTC
1044,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMGCS1,,,,,,,,,,,,,,,Q01581,,,,,,,,,,,,,2015-02-24 00:43:43 UTC,2015-02-24 00:43:43 UTC
1045,"Enoyl-CoA hydratase, mitochondrial",ECHS1,,,,,,,,,,,,,,,P30084,,,,,,,,,,,,,2015-02-24 00:43:44 UTC,2015-02-24 00:43:44 UTC
1046,"Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,,,,,,,,,,,,,,,Q9Y3E5,,,,,,,,,,,,,2015-02-24 00:43:45 UTC,2015-02-24 00:43:45 UTC
1047,Acyloxyacyl hydrolase,AOAH,,,,,,,,,,,,,,,P28039,,,,,,,,,,,,,2015-02-24 00:43:45 UTC,2015-02-24 00:43:45 UTC
1048,Tissue alpha-L-fucosidase,FUCA1,,,,,,,,,,,,,,,P04066,,,,,,,,,,,,,2015-02-24 00:43:47 UTC,2015-02-24 00:43:47 UTC
1049,Cytosolic 10-formyltetrahydrofolate dehydrogenase,ALDH1L1,,,,,,,,,,,,,,,O75891,,,,,,,,,,,,,2015-02-24 00:43:47 UTC,2015-02-24 00:43:47 UTC
1050,"Methylglutaconyl-CoA hydratase, mitochondrial",AUH,,,,,,,,,,,,,,,Q13825,,,,,,,,,,,,,2015-02-24 00:43:47 UTC,2015-02-24 00:43:47 UTC
1051,V-type proton ATPase subunit G 3,ATP6V1G3,,,,,,,,,,,,,,,Q96LB4,,,,,,,,,,,,,2015-02-24 00:43:48 UTC,2015-02-24 00:43:48 UTC
1052,V-type proton ATPase subunit G 1,ATP6V1G1,,,,,,,,,,,,,,,O75348,,,,,,,,,,,,,2015-02-24 00:43:48 UTC,2015-02-24 00:43:48 UTC
1053,"ATP synthase subunit epsilon, mitochondrial",ATP5E,,,,,,,,,,,,,,,P56381,,,,,,,,,,,,,2015-02-24 00:43:48 UTC,2015-02-24 00:43:48 UTC
1054,"ATP synthase subunit delta, mitochondrial",ATP5D,,,,,,,,,,,,,,,P30049,,,,,,,,,,,,,2015-02-24 00:43:48 UTC,2015-02-24 00:43:48 UTC
1055,V-type proton ATPase subunit G 2,ATP6V1G2,,,,,,,,,,,,,,,O95670,,,,,,,,,,,,,2015-02-24 00:43:48 UTC,2015-02-24 00:43:48 UTC
