id,term,definition,external_id,external_source,comment,curator,parent_id,level,created_at,updated_at,legacy_id
10092,Fibroblast,"A cell in the connective tissue, that makes and secretes collagen proteins.",C12482,,,Naama,7734,5,2018-02-26 21:07:23 UTC,2018-02-26 21:07:23 UTC,
10093,Hepatic stellate cell,"A star-shaped cell in the liver associated with the development of fibrosis. When stellate cells are activated in response to an injury, they proliferate and synthesize large amounts of extracellular matrix which results in deposition of scar or fibrous tissue.",C32734,,,Naama,7734,5,2018-02-26 21:07:23 UTC,2018-04-07 00:25:29 UTC,
10094,Nerve cell,"A cell in the nervous system, that is able to conduct weak electric signals between the brain and the body. A typical neuron consists of a cell body, containing the nucleus and the surrounding cytoplasm (perikaryon); several short radiating processes (dendrites); and one long process (the axon), which terminates in twiglike branches (telodendrons) and may have branches (collaterals) projecting along its course. (NCI).",C12623,,,Naama,7734,5,2018-02-26 21:07:23 UTC,2018-04-07 00:25:29 UTC,
10095,Muscle cell,"A connective tissue cell with the ability to convert chemical energy into mechanical energy via a contractile apparatus. As part of the contractile apparatus, the proteins actin and myosin form parallel myofilaments. The interaction of actin and myosin mediates muscle cell contraction in response to stimulation of the excitable cell membrane.",C12612,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-04-07 00:25:29 UTC,
10096,Red blood cell,"A cell in the blood, that specializes in oxygen transport, has a high concentration of hemoglobin in the cytoplasm and little else.",C12521,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-02-26 21:07:24 UTC,
10097,White blood cell,"A cel in the blood, that is devoid of hemoglobin, capable of ameboid motion and phagocytosis, and acts as the principal components of the immune system.",C12529,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-02-26 21:07:24 UTC,
10098,Platelet,"A fragment of a large bone marrow cell (megakaryocyte) which is present in the blood but is not a blood cell. It is an irregular, disc-shaped element in the blood that assists in blood clotting.",C12520,,,Naama,7733,5,2018-02-26 21:07:24 UTC,2018-04-07 00:25:29 UTC,
10099,Mast cell,"A cell of the hematopoietic tissue, that contain coarse, basophilic, metachromatic granules. It is believed to contain heparin and histamine and derive from hematopoietic progenitor cells.",C12747,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-04-07 00:25:29 UTC,
10100,Beta cell,A cell that composes the bulk of the islets of Langerhans in the pancreas and secretes insulin.,C32199,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-04-07 00:25:29 UTC,
10101,Schwann cell,A cell that supports the peripheral nervous system that form the myelin sheaths of peripheral nervous system axons.,C12620,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-02-26 21:07:24 UTC,
10102,Embryonic cell,"A cell formed in the first stages of embryonic development, after the splitting of the fertilized ovum, but before the formation of the blastula or blastocyst.",C13054,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-02-26 21:07:24 UTC,
10103,Epithelial cell,"A cell that is located in the epithelium, which covers the body and lines its cavities and glands. (NCI)",C12578,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-04-07 00:25:29 UTC,
10104,Eukaryotic cell,"A cell with a membrane-bound nucleus, which defines eukaryotic organisms.",C12596,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-02-26 21:07:24 UTC,
10105,Adipocyte,"A cell in the connective tissue, that synthesizes and stores lipids as energy source. It forms the majority of adipose tissue (fat tissue).",C12556,,,Naama,7734,5,2018-02-26 21:07:24 UTC,2018-04-07 00:25:29 UTC,
10106,Mitochondrion,"An organelle within the cell, that is known as the powerhouse of the cell. It produces energy-rich molecules (ATP) and regulates the metabolism in the cell. It is  a semiautonomous, self-reproducing organelle that occurs in the cytoplasm of all cells in most eukaryotes.",C13258,,,Naama,7730,4,2018-02-26 21:07:24 UTC,2018-04-07 00:25:30 UTC,
10107,Industrial waste,Materials that are discarded following industrial processes. (NCI),C577,,,Naama,7742,4,2018-02-26 21:07:24 UTC,2018-04-07 00:25:30 UTC,
10108,Feces,"The material discharged from the bowel during defecation. It consists of undigested food, intestinal mucus, epithelial cells, and bacteria.",C13234,,,Naama,7731,4,2018-02-26 21:07:24 UTC,2018-04-07 00:25:30 UTC,
10109,Adrenal medula,"The innermost region of the adrenal gland, surrounded by the adrenal cortex.",,,,Naama,7728,5,2018-02-26 21:07:24 UTC,2018-02-26 21:07:24 UTC,
10110,Adrenal cortex,"The outer region of the adrenal gland consisting of the zona glomerulosa, the zona fasciculata, and the zona reticularis. The adrenal cortex produces and secretes mineralocorticoids, glucocorticoids, and adrenal androgens. (NCI).",C12396,,,Naama,7728,5,2018-02-26 21:07:24 UTC,2018-04-07 00:25:30 UTC,
10111,Breathing,"A process that consists of inspiration, or taking ambient air into the lungs, and expiration, or expelling modified air that contains more carbon dioxide than the air taken in. (NCI).",C17091,,,Hasan,7664,5,2018-02-26 21:07:24 UTC,2018-04-07 00:25:32 UTC,
10112,Facilitated diffusion,The process of transporting substances across a biological membrane from an area of higher concentration to an area of lower concentration by means of a carrier molecule. (NCI).,C82345,,,Hasan,7664,5,2018-02-26 21:07:25 UTC,2018-04-07 00:25:30 UTC,
10113,Restricted diffusion,"The process of transporting substances across a biological membrane where the flux rate of the diffusing material is controlled by the permeability of the membrane, which in turn is dictated by the size of the pores. (NCI).",C82346,,,Hasan,7664,5,2018-02-26 21:07:25 UTC,2018-04-07 00:25:30 UTC,
10114,Basolateral plasma membrane,"The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis. (Gene Ontology).",GO:0016323,,,Hasan,7730,4,2018-02-26 21:07:26 UTC,2018-04-07 00:25:32 UTC,
10115,Lipid metabolism pathway,A cellular process that consists of synthesis or breakdown of lipid molecules for energy or storage.,,,,Ana,7662,5,2018-02-26 21:07:28 UTC,2018-02-26 21:07:28 UTC,
10116,Circadian rhythm modulator,A chemical substance that helps to maintain the proper rhythmicity of genes and proteins affecting the circadian rhythm.,,,,"Ana, Dr. Wishart",7673,4,2018-02-26 21:07:29 UTC,2018-04-07 00:25:34 UTC,
10117,Autism spectrum disorder,"A pervasive developmental disorder that is a spectrum of psychological conditions. The disease includes symptoms of widespread abnormalities of social interactions and communication, severely restricted interests, and highly repetitive behavior.",,Disease Ontology (DO),,Naama,7699,5,2018-02-26 21:07:29 UTC,2018-04-07 00:25:34 UTC,
10118,(R)-adrenaline biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:42:39 UTC,2018-02-26 21:42:39 UTC,
10119,(R)-mevalonate biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:42:39 UTC,2018-02-26 21:42:39 UTC,
10120,(R)-noradrenaline biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:42:39 UTC,2018-02-26 21:42:39 UTC,
10121,(S)-3-hydroxy-3-methylglutaryl-CoA degradation,,,HMDB,,Ana,7662,5,2018-02-26 21:42:39 UTC,2018-02-26 21:42:39 UTC,
10122,11-beta-hydroxylase deficiency (CYP11B1)," the adrenal glands are located on top of the kidneys and produce a variety of hormones that regulate many essential functions in the body. in people with cah due to 11-beta-hydroxylase deficiency, the adrenal glands produce excess androgens, which are male sex hormones.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:39 UTC,2018-04-06 00:43:34 UTC,
10123,17-alpha-hydroxylase deficiency (CYP17)," most of these conditions involve excessive or deficient production of sex steroids and can alter development of primary or secondary sex characteristics in some affected infants, children, or adults.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:40 UTC,2018-04-06 00:43:34 UTC,
10124,17-Beta Hydroxysteroid Dehydrogenase III Deficiency," these individuals have unambiguous female external genitalia at birth, but fail to menstruate at the time of expected puberty and instead virilize as evidenced by growth of the phallus. a defect in hsd17b3 causes accumulation of dehydroepiandrosterone (dha), and dehydroepiandrosterone sulfate (dhas) as well as androstenedione in plasma.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:41 UTC,2018-04-06 00:43:34 UTC,
10125,2-aminoadipic 2-oxoadipic aciduria,"It is a metabolic disorder characterized by increased levels of 2-oxoadipate and 2-hydroxyadipate in the urine. patients can have mild to severe intellectual disability, muscular hypotonia, developmental delay, ataxia, and epilepsy.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:42 UTC,2018-04-06 00:43:34 UTC,
10126,2-deoxy-D-ribose 1-phosphate degradation,,,HMDB,,Ana,7662,5,2018-02-26 21:42:43 UTC,2018-02-26 21:42:43 UTC,
10127,2-Hydroxyglutric Aciduria (D And L Form)," a deficiency in this enzyme results in accumulation of l-2-hydroxyglutaric acid in plasma, spinal fluid, and urine; and l-lysine in plasma and spinal fluid. symptoms, which present at birth, include ataxia, hypotonia, mental retardation, and seizures.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:43 UTC,2018-04-06 00:43:34 UTC,
10128,2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency," a deficiency in this enzyme results in accumulation of l-lactic acid in blood, spinal fluid, and urine; 2-ethylhydracrylic acid, 2-methyl-3-hydroxybutyric acid, and tiglylglycine in urine. symptoms include cerebal atrophy, motor and mental retardation, overactivity and behavior issues, seizures and progressive neurological defects leading to early death.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:45 UTC,2018-04-06 00:43:34 UTC,
10129,2-Oxocarboxylic acid metabolism,,,HMDB,,Ana,7662,5,2018-02-26 21:42:46 UTC,2018-02-26 21:42:46 UTC,
10130,21-hydroxylase deficiency (CYP21), 21-hydroxylase deficiency is an inherited disorder that affects the adrenal glands. the adrenal glands are located on top of the kidneys and produce a variety of hormones that regulate many essential functions in the body.,,SMPDB,,Ana,7662,5,2018-02-26 21:42:46 UTC,2018-04-06 00:43:34 UTC,
10131,27-Hydroxylase Deficiency," in the bile acid synthesis pathway, sterol 27-hydroxylase catalyzes the first step in the oxidation of the side chain of sterol intermediates (summary by cali and russell, 1991). defects in the gene lead to reduced bile acid biosynthesis, with accumulation of 7 alpha-hydroxylated intermediates and decrease of cholesterol.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:47 UTC,2018-04-06 00:43:34 UTC,
10132,"3',5'-cyclic AMP degradation",,,HMDB,,Ana,7662,5,2018-02-26 21:42:48 UTC,2018-02-26 21:42:48 UTC,
10133,"3',5'-cyclic GMP degradation",,,HMDB,,Ana,7662,5,2018-02-26 21:42:48 UTC,2018-02-26 21:42:48 UTC,
10134,3-Beta-Hydroxysteroid Dehydrogenase Deficiency,Mutations in the hsd3b2 gene cause 3β-hsd deficiency. the hsd3b2 gene provides instructions for making the 3β-hsd enzyme.,,SMPDB,,Ana,7662,5,2018-02-26 21:42:48 UTC,2018-04-06 00:43:34 UTC,
10135,3-hydroxyisobutyric acid dehydrogenase deficiency,.,,SMPDB,,Ana,7662,5,2018-02-26 21:42:51 UTC,2018-02-26 21:42:51 UTC,
10136,3-Methylcrotonyl Coa Carboxylase Deficiency Type I," 3-methylcrotonyl-coenzyme a carboxylase plays an essential role in breaking down proteins from the diet. specifically, the enzyme is responsible for the fourth step in processing leucine.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:53 UTC,2018-04-06 00:43:34 UTC,
10137,3-Methylglutaconic Aciduria Type III," a deficiency of this enzyme results in accumulation of 3-methylglutaconic acid and methylglutaric acid. symptoms include ataxia, dysarthria, optic atrophy, and neurological deterioration.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:56 UTC,2018-04-06 00:43:34 UTC,
10138,3-Methylglutaconic Aciduria Type IV," this disease results in an accumulation of cis and trans 3-methylglutaconic acid. symptoms include, anemia, hyperammonemia, mental retardation, optic atrophy, hypotonia and early death.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:57 UTC,2018-04-06 00:43:34 UTC,
10139,3-Methylthiofentanyl Action Pathway," binding to the opioid receptor activates associated g(i) proteins. these subsequently act to inhibit adenylate cyclase, reducing the level of intracellular camp.",,SMPDB,,Ana,7662,5,2018-02-26 21:42:58 UTC,2018-04-06 00:43:34 UTC,
10140,4-aminobutanoate degradation,,,HMDB,,Ana,7662,5,2018-02-26 21:43:00 UTC,2018-02-26 21:43:00 UTC,
10141,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency, this deficiency results in urinary excretion of 4-hydroxybutyric acid. in vivo proton mr also indicates elevated gaba levels as compared with an age-matched control.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:00 UTC,2018-04-06 00:43:34 UTC,
10142,5-methoxycarbonylmethyl-2-thiouridine-tRNA biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:43:01 UTC,2018-02-26 21:43:01 UTC,
10143,5-Oxoprolinuria," in the case of glutathione synthetase deficiency, the glycine is not incorporated into gamma-glutamylcysteine. in the case of 5-oxoprolinase, however, pyroglutamic acid accumulates.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:02 UTC,2018-04-06 00:43:34 UTC,
10144,5-phospho-alpha-D-ribose 1-diphosphate biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:43:02 UTC,2018-02-26 21:43:02 UTC,
10145,"7,8-dihydroneopterin triphosphate biosynthesis",,,HMDB,,Ana,7662,5,2018-02-26 21:43:02 UTC,2018-02-26 21:43:02 UTC,
10146,Abacavir Action Pathway," intracellularly, abacavir is converted by cellular enzymes to the active metabolite carbovir triphosphate, an analogue of deoxyguanosine-5'-triphosphate (dgtp). carbovir triphosphate inhibits the activity of hiv-1 reverse transcriptase (rt) both by competing with the natural substrate dgtp and by its incorporation into viral dna.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:02 UTC,2018-04-06 00:43:34 UTC,
10147,ABC transporters,,,HMDB,,Ana,7662,5,2018-02-26 21:43:02 UTC,2018-02-26 21:43:02 UTC,
10148,Abciximab Action Pathway, this binding is thought to involve steric hindrance and/or conformational alterations which block access of large molecules to the receptor rather than direct interaction with the rgd (arginine-glycine-aspartic acid) binding site of gplib/iiia.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:02 UTC,2018-04-06 00:43:34 UTC,
10149,Acebutolol Action Pathway, activation of &beta;1-receptors by epinephrine increases the heart rate and output. acebutolol blocks these receptors which lowers the heart rate and blood pressure.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:02 UTC,2018-04-06 00:43:34 UTC,
10150,Acenocoumarol Action Pathway," this leads to the depletion of the reduced form of vitamin k (vitamin kh2). as vitamin k is a cofactor for the gamma-carboxylation and subsequent activation of the vitamin k-dependent coagulation factors (ii, vii, ix, and x), this ultimately results in reduced cleavage of fibrinogen into fibrin and decreased coagulability of the blood.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:02 UTC,2018-04-06 00:43:34 UTC,
10151,Acetaminophen  Action Pathway, cox-1 and -2 catalyze the conversion of arachidonic acid to prostaglandin g2 and prostaglandin g2 to prostglandin h2. prostaglandin h2 is the precursor to a number of prostaglandins (e.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:03 UTC,2018-04-06 00:43:34 UTC,
10152,Acetaminophen Metabolism Pathway," glucuronidation is the main route, accounting for 45-55% of apap metabolism, and is mediatied by ugt1a1, ugt1a6, ugt1a9, ugt2b15 in the liver and ugt1a10 in the gut. apap can also by metabolized via sulfation, accounting for 30-35% of the metabolism.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:04 UTC,2018-04-06 00:43:34 UTC,
10153,acetyl-CoA biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:43:04 UTC,2018-02-26 21:43:04 UTC,
10154,Acetylsalicylic Acid Action Pathway," in addition to its anti-inflammatory properties, aspirin also acts as an analgesic, antipyretic and antithrombotic agent. like most other nsaids, aspirin exerts its therapeutic effects by inhibiting prostaglandin g/h synthase 1 and 2, better known as cyclooxygenase-1 and -2 or simply cox-1 and -2.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:05 UTC,2018-04-06 00:43:34 UTC,
10155,Acrivastine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:06 UTC,2018-04-06 00:43:34 UTC,
10156,Activation of PKC through G protein coupled receptor," activation of protein kinase c (pkc) is one of the common signaling pathways. when a class of gpcrs are activated by a ligand, they activate gq protein to bind gtp instead of gdp.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:06 UTC,2018-04-06 00:43:34 UTC,
10157,Adefovir Dipivoxil  Action Pathway, adefovir dipivoxil is taken up into the liver cell and is cleaved into adefovir by intracellular esterases. adefovir is subsequently phosphorylated first by adenylate kinases and then by nucleoside diphosphate kinases into adefovir diphosphate.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:07 UTC,2018-04-06 00:43:34 UTC,
10158,Adefovir Dipivoxil Metabolism Pathway, adefovir dipivoxil is taken up into the liver cell and is cleaved into adefovir by intracellular esterases. adefovir is subsequently phosphorylated first by adenylate kinases and then by nucleoside diphosphate kinases into adefovir diphosphate.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:08 UTC,2018-04-06 00:43:34 UTC,
10159,Adenine phosphoribosyltransferase deficiency (APRT)," the most common feature of this condition is recurrent kidney stones; urinary tract stones are also a frequent symptom. kidney and urinary tract stones can create blockages in the urinary tract, causing pain during urination and difficulty releasing urine.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:08 UTC,2018-04-06 00:43:34 UTC,
10160,adenosylcobalamin biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:43:11 UTC,2018-02-26 21:43:11 UTC,
10161,Adipocytokine signaling pathway,,,HMDB,,Ana,7662,5,2018-02-26 21:43:12 UTC,2018-02-26 21:43:12 UTC,
10162,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia due to 21-hydroxylase Deficiency, steroid 21-hydroxylase catalyzes hydroxylation of 17-hydroxyprogesterone to 11-deoxycortisol in the glucocorticoid pathway from pregnenolone to cortisol. it also catalyzes hydroxylation of progesterone to 11-deoxycorticosterone (doc) in the mineralocorticoid pathway on its way from pregnenolone to aldosterone.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:12 UTC,2018-04-06 00:43:34 UTC,
10163,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia due to 17 Alpha-hydroxylase Deficiency," it is caused by a defect in the cyp17a1 gene which codes for steroid 17-alpha-hydroxylase/17,20 lyase. these 2 enzymes convert pregnenolone and progesterone to their 17-hydroxy forms in steroidogenesis and mediate three key transformations in cortisol and sex steroid synthesis.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:13 UTC,2018-04-06 00:43:34 UTC,
10164,"Adrenoleukodystrophy, X-linked"," it mainly affects the nervous system and the adrenal glands, which are small glands located on top of each kidney. in this disorder, the fatty covering (myelin) that insulates nerves in the brain and spinal cord is prone to deterioration (demyelination), which reduces the ability of the nerves to relay information to the brain.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:14 UTC,2018-04-06 00:43:34 UTC,
10165,African trypanosomiasis,,,HMDB,,Ana,7662,5,2018-02-26 21:43:14 UTC,2018-02-26 21:43:14 UTC,
10166,AICA-Ribosiduria, this defect is caused by a mutation in the atic which codes for bifunctional purine biosynthesis protein purh. a deficiency in this enzyme results in accumulation of 5-aminoimidazole-4-carboxamide in urine.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:14 UTC,2018-04-06 00:43:34 UTC,
10167,Alanine Metabolism," this reversible reaction involves the interconversion of alanine and pyruvate, coupled to the interconversion of alpha-ketoglutarate (2-oxoglutarate) and glutamate. because transamination reactions are readily reversible and pyruvate is widespread, alanine can be easily formed in most tissues.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:16 UTC,2018-04-06 00:43:34 UTC,
10168,"Alanine, aspartate and glutamate metabolism",,,HMDB,,Ana,7662,5,2018-02-26 21:43:16 UTC,2018-02-26 21:43:16 UTC,
10169,Alcaftadine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:16 UTC,2018-04-06 00:43:34 UTC,
10170,Aldosterone-regulated sodium reabsorption,,,HMDB,,Ana,7662,5,2018-02-26 21:43:17 UTC,2018-02-26 21:43:17 UTC,
10171,Alendronate Action Pathway, inhibition of this enzyme in osteoclasts prevents the biosynthesis of isoprenoid lipids (fpp and ggpp) that are essential for the post-translational farnesylation and geranylgeranylation of small gtpase signalling proteins. this activity inhibits osteoclast activity and reduces bone resorption and turnover.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:17 UTC,2018-04-06 00:43:34 UTC,
10172,Alfentanil Action Pathway," binding to the mu-opioid receptor activates associated g(i) proteins. these subsequently act to inhibit adenylate cyclase, reducing the level of intracellular camp.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:18 UTC,2018-04-06 00:43:34 UTC,
10173,Alimemazine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:18 UTC,2018-04-06 00:43:34 UTC,
10174,Alpha Linolenic Acid and Linoleic Acid Metabolism, it is an essential dietary requirement for all mammals. the other group of essential fatty acids is the omega-3 fatty acids (i.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:20 UTC,2018-04-06 00:43:35 UTC,
10175,alpha-Linolenic acid metabolism,,,HMDB,,Ana,7662,5,2018-02-26 21:43:20 UTC,2018-02-26 21:43:20 UTC,
10176,Alprenolol Action Pathway," by binding beta-2 receptors in the juxtaglomerular apparatus, alprenolol inhibits the production of renin, thereby inhibiting angiotensin ii and aldosterone production and therefore inhibits the vasoconstriction and water retention due to angiotensin ii and aldosterone, respectively.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:20 UTC,2018-04-06 00:43:35 UTC,
10177,Alteplase Action Pathway, it also produces limited conversion of plasminogen in the absence of fibrin.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:20 UTC,2018-04-06 00:43:35 UTC,
10178,Alvimopan Action Pathway," it competitively binds to mu-opioid receptor in the gastrointestinal tract. unlike methylnaltrexone (another peripherally acting mu-receptor antagonist) that bears a quaternary amine, alvimopan owes its selectivity for peripheral receptors to its kinetics.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:20 UTC,2018-04-06 00:43:35 UTC,
10179,Amikacin Action Pathway," amikacin binds irreversibly to the bacterial 30s ribosomal subunit protein and 16s rrna and prevents the formation of the initiation complex with messenger rna. more specifically, amikacin binds four nucleotides of the 16s rrna and a single amino acid of protein s12.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:21 UTC,2018-04-06 00:43:35 UTC,
10180,Amiloride Action Pathway," as sodium reabsorption is inhibited, this increases the osmolarity in the nephron lumen and decreases the osmolarity of the interstitium. since sodium concentration is the main driving force for water reabsorption, amiloride can achieve a modest amount of diuresis by decreasing the osmotic gradient necessary for water reabsorption from lumen to interstitium.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:21 UTC,2018-04-06 00:43:35 UTC,
10181,Amino sugar and nucleotide sugar metabolism,,,HMDB,,Ana,7662,5,2018-02-26 21:43:21 UTC,2018-02-26 21:43:21 UTC,
10182,Amino Sugar Metabolism," glycosaminoglycans (gags) or mucopolysaccharides are long unbranched polysaccharides consisting of a repeating disaccharide unit. members of the glycosaminoglycan family vary in the type of hexosamine, hexose or hexuronic acid unit they contain (e.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:21 UTC,2018-04-06 00:43:35 UTC,
10183,Aminoacyl-tRNA biosynthesis,,,HMDB,,Ana,7662,5,2018-02-26 21:43:22 UTC,2018-02-26 21:43:22 UTC,
10184,Aminocaproic Acid Action Pathway, it is a derivative of the amino acid lysine. the fibrinolysis-inhibitory effects of aminocaproic acid appear to be exerted principally via inhibition of plasminogen activators and to a lesser degree through antiplasmin activity.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:22 UTC,2018-04-06 00:43:35 UTC,
10185,Amiodarone Action Pathway," it increases the duration of ventricular and atrial muscle action by inhibiting na,k-activated myocardial adenosine triphosphatase. there is a resulting decrease in heart rate and in vascular resistance.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:22 UTC,2018-04-06 00:43:35 UTC,
10186,Amlodipine Action Pathway," there are at least five different types of calcium channels in homo sapiens: l-, n-, p/q-, r- and t-type. ccbs target l-type calcium channels, the major channel in muscle cells that mediates contraction.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:23 UTC,2018-04-06 00:43:35 UTC,
10187,Ammonia Recycling," seven amino acids play a key role in this process: glutamate, glutamine, glycine, serine, histidine, aspartate and asparagines. glutamate and glutamine are the two important amino acids in recycling ammonia in our body instead of excreting it as waste in form of urea.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:23 UTC,2018-04-06 00:43:35 UTC,
10188,Amoebiasis,,,HMDB,,Ana,7662,5,2018-02-26 21:43:24 UTC,2018-02-26 21:43:24 UTC,
10189,AMP biosynthesis via de novo pathway,,,HMDB,,Ana,7662,5,2018-02-26 21:43:24 UTC,2018-02-26 21:43:24 UTC,
10190,AMP biosynthesis via salvage pathway,,,HMDB,,Ana,7662,5,2018-02-26 21:43:24 UTC,2018-02-26 21:43:24 UTC,
10191,Amphetamine addiction,,,HMDB,,Ana,7662,5,2018-02-26 21:43:24 UTC,2018-02-26 21:43:24 UTC,
10192,Amyotrophic lateral sclerosis (ALS),,,HMDB,,Ana,7662,5,2018-02-26 21:43:25 UTC,2018-02-26 21:43:25 UTC,
10193,Androgen and Estrogen Metabolism," many steroid hormones are transformed by sulfatases, dehydrogenases and glucuronide transferases to enhance their solubility and to facilitate their elimination. inactivation refers to the metabolic conversion of a biologically active compound into an inactive one.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:25 UTC,2018-04-06 00:43:35 UTC,
10194,Androstenedione Metabolism, its metabolism occurs primarily in the endoplasmic reticulum (membrane-associated enzymes are coloured dark green in the image). conversion of androstenedione to testosterone requires the enzyme testosterone 17-beta-dehydrogenase 3.,,SMPDB,,Ana,7662,5,2018-02-26 21:43:25 UTC,2018-04-06 00:43:35 UTC,
10195,Angiotensin Metabolism," it is part of the renin-angiotensin system, which is a major target for drugs that lower blood pressure. angiotensin also stimulates the release of aldosterone, another hormone, from the adrenal cortex.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:26 UTC,2018-04-06 00:43:35 UTC,
10196,Anileridine Action Pathway," binding to the mu-opioid receptor activates associated g(i) proteins. these subsequently act to inhibit adenylate cyclase, reducing the level of intracellular camp.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:26 UTC,2018-04-06 00:43:35 UTC,
10197,Anistreplase Action Pathway," plasmin in turn degrades the fibrin matrix of the thrombus, thereby exerting its thrombolytic action. this helps eliminate blood clots or arterial blockages that cause myocardial infarction.",,SMPDB,,Ana,7662,5,2018-02-26 21:43:26 UTC,2018-04-06 00:43:35 UTC,
